Reservation_ID,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag
RES-00377,"116,191km",116727km,10 %,12.6994,76.178,177 kmh,6,0
RES-00378,"67,598km","68,073 km",0.82,17.431333,80.372802,158 kmh,5,0
RES-00379,"75,887 km","77,135km",0.80,23.5951,75.76,161 kmh,6,0
RES-00380,17490,"19,105 km",49%,24.65,82.83,40,5,1
RES-00381,32338km,"33,602km",0.3,13.6955,74.286,178 kmh,0,1
RES-00382,"54,496km","56,413 km",11%,26.05,85.3,135 kmh,5,1
RES-00383,85511km,86335,83 %,27.714862,81.928099,75,6,1
RES-00384,60144,"60,488km",0.87,24.33,81.99822,120 kmh,4,1
RES-00385,13707km,13990km,16 %,14.445585,81.91,91,4,0
RES-00386,43357,"43,540km",0.84,12.03,72.250993,179 kmh,0,0
RES-00387,42945km,"43,502km",0.71,16.2426,77.2668,152 kmh,2,0
RES-00388,95638km,97329km,27 %,15.75,85.8647,44,0,0
RES-00389,100141km,100524,0.1,21.59805,74.724985,144 kmh,2,0
RES-00390,"70,541 km","72,021 km",30 %,25.816429,84.25,70,5,0
RES-00391,"79,172 km",78830km,0.5,20.1277,72.5,47,3,0
RES-00392,34538,"36,385 km",88%,23.809,84.258672,153 kmh,6,0
RES-00393,21246,22836km,98%,20.09,77.398041,45,1,0
RES-00394,57036,58937,54%,25.2451,72.368299,64,1,0
RES-00395,87760km,88816km,0.69,24.5865,80.2985,162 kmh,2,0
RES-00396,"30,845 km",31105,1.0,18.1969,78.011168,66,1,0
RES-00397,66708km,67721km,0.45,19.83,84.4288,161 kmh,2,0
RES-00398,"85,576km","86,415km",52%,21.5,81.4567,56,4,1
RES-00399,"72,823km",74759,49 %,17.5253,72.32,50,0,0
RES-00400,36964,37833,0.34,25.982386,72.6878,167 kmh,3,0
RES-00401,"79,094km",79432km,0.26,14.5248,74.97042,154 kmh,1,0
RES-00402,84149,"85,600 km",0.54,17.049465,78.966,125 kmh,3,0
RES-00403,45044,"46,850km",0.6,25.3805,82.5892,81,5,0
RES-00404,36567km,37809km,47 %,18.0642,80.683,133 kmh,0,0
RES-00405,"15,830km","17,273 km",1.0,15.0188,80.07,132 kmh,6,0
RES-00406,118866km,119487km,11%,19.8617,85.3759,140 kmh,2,0
RES-00407,"95,873km","96,873 km",0.2,15.7283,83.6622,146 kmh,0,0
RES-00408,"19,376 km",21017,46%,19.59431,73.724,50,6,1
RES-00409,103175,"104,996km",0.2,23.0987,81.45,159 kmh,0,0
RES-00410,"16,703 km","17,202 km",0.1,17.186392,74.48,69,1,0
RES-00411,82794km,"84,675 km",51 %,20.467266,85.38,68,2,0
RES-00412,"46,212 km",47598km,0.46,13.4432,75.1488,123 kmh,3,1
RES-00413,"48,202km","48,736 km",0.15,12.7005,82.959235,52,5,0
RES-00414,101643,"101,842 km",0.06,27.813417,84.898553,82,0,0
RES-00415,"57,033km","58,575 km",0.38,12.362247,79.51,51,6,0
RES-00416,40528,"40,595km",44 %,18.6826,86.69,97,3,0
RES-00417,96255,"97,971 km",34%,26.31264,82.15,92,1,1
RES-00418,"53,165km","54,776 km",94%,13.9807,73.660086,179 kmh,0,1
RES-00419,"119,878km","121,655 km",88 %,18.565702,77.2208,55,3,0
RES-00420,"53,327 km","54,298 km",26%,21.7784,83.85,172 kmh,4,0
RES-00421,"25,741km",25421km,0.3,14.4592,73.59,80,0,0
RES-00422,"119,566km",121115,45%,18.22,82.83,146 kmh,4,0
RES-00423,28949,"30,334 km",32%,15.733962,73.992908,164 kmh,1,0
RES-00424,"45,625km",45635km,31%,19.899638,75.9,99,2,0
RES-00425,"69,731 km","70,031 km",96 %,21.959414,72.201018,77,5,0
RES-00426,"112,091km","111,860 km",83 %,13.75,82.3238,123 kmh,4,0
RES-00427,23778,"23,632 km",9 %,20.24,81.5053,156 kmh,6,0
RES-00428,13111,13960km,75 %,14.1258,78.2003,50,6,0
RES-00429,"56,569km",57930km,31 %,19.5725,85.98,56,0,0
RES-00430,28161km,29374km,0.30,17.903882,82.782989,147 kmh,1,0
RES-00431,"95,510 km",95609,77 %,15.153,76.8723,152 kmh,3,0
RES-00432,"118,296km",118422,0.64,14.910416,87.811,63,1,1
RES-00433,"11,651km","12,774km",70%,24.34,74.582089,44,2,0
RES-00434,88576,"90,283km",40 %,25.846927,86.692104,144 kmh,6,1
RES-00435,65780,66831km,85 %,21.383439,74.845235,69,2,1
RES-00436,98372km,98500,23%,14.76513,72.1873,125 kmh,1,0
RES-00437,"64,004km",65667km,97 %,24.771506,81.29,71,6,0
RES-00438,"107,233 km",107865km,21%,16.333812,82.474068,176 kmh,4,0
RES-00439,21074km,21891km,0.59,12.0816,77.4028,61,5,0
RES-00440,90914km,"90,543 km",32 %,24.73,87.933,98,0,0
RES-00441,"84,932 km","86,827km",0.76,17.53,72.3837,173 kmh,4,0
RES-00442,112338km,113905km,84%,16.49,82.762551,175 kmh,0,1
RES-00443,"78,639km","78,926km",0.70,18.49,87.18,90,1,0
RES-00444,"45,991km","46,052 km",99%,24.241989,76.0986,171 kmh,4,0
RES-00445,"85,755 km",86865km,84 %,18.6261,74.028658,148 kmh,1,1
RES-00446,"93,523 km","94,303km",82 %,23.24,86.892596,127 kmh,2,1
RES-00447,"55,162km",55677km,0.31,18.47,76.143889,139 kmh,1,0
RES-00448,"15,105km",15743km,0.6,25.2561,78.74,89,2,0
RES-00449,45950km,47244km,0.38,15.639533,76.026528,100,4,0
RES-00450,"64,890 km","64,907 km",38%,27.73,73.570807,178 kmh,0,0
RES-00451,"79,919km","81,632km",74 %,19.47,86.32,69,1,0
RES-00452,"32,030km",32229,0.41,15.23,80.7,73,6,1
RES-00453,39593,40209km,41 %,24.48,74.0077,158 kmh,6,0
RES-00454,"117,109km","116,695 km",81 %,14.8377,82.172851,126 kmh,1,0
RES-00455,"96,741 km",98320,0.1,20.88,73.72,53,0,0
RES-00456,76242km,76610km,0.4,17.482767,80.521171,180 kmh,5,0
RES-00457,"96,257 km","96,578 km",8 %,14.5755,79.528044,159 kmh,1,0
RES-00458,56925km,56551km,0.22,27.380651,81.945188,151 kmh,2,0
RES-00459,"9,369km","9,963 km",0.4,14.8256,77.92,56,5,0
RES-00460,110142,110699km,0.4,27.1122,80.921685,152 kmh,5,0
RES-00461,113457,"115,194km",0.37,24.95,79.723237,176 kmh,6,0
RES-00462,23006,23087,78 %,19.47,75.9674,120 kmh,2,0
RES-00463,24993,25627km,21%,22.191463,78.7273,173 kmh,5,0
RES-00464,"48,647 km",50520km,28%,23.7404,81.372731,145 kmh,3,0
RES-00465,"37,998km","38,900km",0.59,22.55,74.135898,164 kmh,1,0
RES-00466,70580km,71216km,5 %,14.0406,85.38,50,6,0
RES-00467,21415,"22,017km",0.07,22.32,87.59161,59,5,0
RES-00468,"45,796 km","47,691 km",73 %,12.966395,76.717076,70,1,0
RES-00469,"55,665km",57592km,56 %,20.3638,74.778673,140 kmh,5,1
RES-00470,"41,730 km","42,085 km",0.9,15.872,81.38,85,0,0
RES-00471,"51,905km","52,366km",56 %,24.575548,87.7728,150 kmh,2,0
RES-00472,"7,043km","7,177 km",0.8,24.3551,87.19,52,2,0
RES-00473,99042km,99683,0.6,13.9407,79.6167,174 kmh,4,0
RES-00474,"81,841 km","82,529 km",26 %,15.54,80.5169,132 kmh,3,0
RES-00475,26671km,27007,53 %,15.0328,72.2512,136 kmh,0,0
RES-00476,"85,034km","85,745 km",46%,19.918564,77.4802,151 kmh,1,0
RES-00477,48333,50177km,0.5,27.388974,74.68,123 kmh,2,0
RES-00478,"102,689 km","102,956km",41%,16.88,85.56,168 kmh,3,0
RES-00479,51146km,52772km,0.57,24.2369,73.127025,149 kmh,4,0
RES-00480,8506,9101km,0.77,17.5,79.44,169 kmh,6,0
RES-00481,"78,379km",78918,0.19,25.594377,82.01,158 kmh,1,0
RES-00482,"86,334 km","88,214km",79 %,14.984992,78.873899,163 kmh,0,1
RES-00483,67843km,"68,779 km",9 %,26.77,86.79,57,4,0
RES-00484,"62,273km",63526,0.55,18.6297,87.8962,97,1,0
RES-00485,"20,611km",22098km,46%,13.23,79.6797,84,6,0
RES-00486,21605km,22183,0.1,15.2923,73.6091,66,6,0
RES-00487,73093,"74,916 km",0.2,23.214388,86.9904,70,0,0
RES-00488,"87,455 km",89044km,87%,19.65,77.0226,98,6,0
RES-00489,"114,139 km",114925,46 %,20.007403,75.0382,71,0,0
RES-00490,95001,"96,547 km",83%,24.5071,79.17,43,2,0
RES-00491,74037,"74,107km",92 %,23.2223,87.131943,180 kmh,0,0
RES-00492,27519km,27910,0.8,23.274108,80.2943,128 kmh,1,0
RES-00493,67121,"69,094 km",0.8,12.54,84.9845,130 kmh,0,0
RES-00494,"16,969km","18,057 km",80%,19.059703,78.968268,180 kmh,0,1
RES-00495,39242,41100,28 %,12.15736,75.48,79,4,0
RES-00496,43709km,"45,473km",25 %,15.689248,80.11,98,5,0
RES-00497,"13,133 km","12,878 km",25%,16.276598,76.99,56,0,0
RES-00498,13045,13478km,25 %,13.42,87.894364,150 kmh,0,0
RES-00499,30441km,32105,0.89,22.914876,82.8376,56,6,0
RES-00500,81759km,"83,705 km",0.6,21.28,85.8792,135 kmh,4,0
RES-00501,32400,33915,6 %,17.58862,72.42,166 kmh,0,0
RES-00502,"101,263 km",102081,0.8,14.3421,76.6658,157 kmh,4,0
RES-00503,49013,"50,555 km",75 %,21.467538,74.972767,160 kmh,5,1
RES-00504,49017,48813,0.20,17.65,73.04,74,4,1
RES-00505,"87,542 km",88359km,21%,18.036931,85.39,143 kmh,2,1
RES-00506,"96,270 km",96626,0.6,23.0852,83.5281,173 kmh,4,1
RES-00507,"38,320km","38,109 km",0.9,20.4914,83.7616,67,1,0
RES-00508,"56,865km","57,668 km",0.4,17.86,79.6896,54,3,0
RES-00509,"46,390 km","47,141km",1.0,24.074013,82.0499,80,3,0
RES-00510,"99,432 km",98959km,14 %,12.1424,83.38,128 kmh,2,0
RES-00511,"51,070 km",53040,56 %,26.500141,78.67,88,5,0
RES-00512,"14,803km",16339km,17%,21.42222,75.927,169 kmh,5,0
RES-00513,68642,70190km,0.83,19.863045,82.49,166 kmh,5,0
RES-00514,"9,570 km","10,884 km",90%,22.11,72.22,43,5,0
RES-00515,85937km,86459km,13 %,26.2362,72.295752,173 kmh,6,0
RES-00516,"78,803 km",80610,86 %,16.972406,74.763206,139 kmh,5,1
RES-00517,"93,201 km",93675km,0.91,18.253707,83.410738,51,4,0
RES-00518,68579km,"69,243 km",0.3,14.0896,86.2,53,2,0
RES-00519,8606km,"10,282km",0.97,21.8175,78.2074,76,4,1
RES-00520,33713,"34,359km",97%,13.88,86.17,164 kmh,6,1
RES-00521,"90,650km","90,156 km",0.74,23.12,79.2223,71,2,1
RES-00522,"55,890km","57,069 km",8 %,18.6183,84.45,172 kmh,4,1
RES-00523,"62,913km","64,115km",96 %,21.296978,74.757338,162 kmh,2,0
RES-00524,28719,30049,0.6,12.26,80.2433,96,0,0
RES-00525,"39,998km",40640km,0.67,15.96,81.2382,144 kmh,0,1
RES-00526,"112,801 km",113423,11 %,16.84528,87.58013,134 kmh,4,0
RES-00527,"24,400km","24,732km",0.33,25.252544,86.424622,98,5,0
RES-00528,107963km,108355km,65 %,19.752802,74.2993,65,6,0
RES-00529,106724,"106,750km",55%,27.209136,77.8961,127 kmh,2,0
RES-00530,43484km,44076,88%,16.56,85.8686,86,2,0
RES-00531,"20,900 km",21864,0.9,26.987538,82.223,129 kmh,5,0
RES-00532,8244,9825km,0.5,20.547071,84.32,91,3,0
RES-00533,"20,298 km","21,520km",0.9,17.623793,82.721156,141 kmh,3,0
RES-00534,"32,059 km","32,659 km",71 %,24.1176,81.426709,96,3,1
RES-00535,"96,570km","97,365km",96%,26.8048,79.302075,162 kmh,3,0
RES-00536,"93,532 km",94817,0.80,18.297394,79.2396,55,1,0
RES-00537,"15,114 km",16230,7 %,26.311893,81.6404,153 kmh,0,0
RES-00538,71630km,"73,201km",5 %,16.922162,86.0622,122 kmh,2,1
RES-00539,38604,40527km,0.7,17.7917,80.99,174 kmh,2,0
RES-00540,104938km,"106,280 km",14%,24.6426,86.81,123 kmh,0,0
RES-00541,18458km,"18,157km",0.3,26.71,73.88,40,2,0
RES-00542,19888,"20,592km",0.1,27.8973,84.45,145 kmh,5,0
RES-00543,"106,381km","107,121km",69%,14.8276,75.72,66,5,0
RES-00544,96043,96160km,0.4,26.523536,86.43,140 kmh,2,0
RES-00545,"48,760km","49,278km",0.4,14.58,74.655003,64,4,0
RES-00546,"72,163km","73,763 km",93%,14.0064,75.1214,161 kmh,4,1
RES-00547,"109,222 km",109989,0.79,20.5142,74.7111,154 kmh,0,0
RES-00548,"13,000km",14803,0.1,22.27,77.56,129 kmh,4,1
RES-00549,"109,143 km",110164,0.78,21.4274,84.2873,81,1,0
RES-00550,"16,693 km",17782,97 %,13.12512,84.97,82,1,1
RES-00551,"117,499km","118,331km",78%,16.08,77.37,143 kmh,6,0
RES-00552,"41,126km","41,436 km",0.7,27.705396,80.2761,163 kmh,0,0
RES-00553,"55,965km","57,241km",0.4,14.5,79.6597,153 kmh,5,0
RES-00554,"23,402 km",24376,52%,14.660141,73.867502,173 kmh,2,1
RES-00555,"73,911 km",74312,0.4,15.91342,81.3588,155 kmh,0,0
RES-00556,"110,710 km",112157,66 %,25.45,79.72,100,5,0
RES-00557,"41,664 km",43542km,25%,25.9451,74.26,49,2,0
RES-00558,43260km,44962km,0.3,19.83,86.028048,179 kmh,5,0
RES-00559,"43,767 km",43930km,81 %,15.77,74.1166,143 kmh,2,0
RES-00560,100689km,"101,598km",0.8,26.57,85.812978,65,1,1
RES-00561,"77,037km",78519,0.68,15.4893,76.103,164 kmh,2,0
RES-00562,"83,119 km",83999,84 %,23.267372,84.3451,88,6,0
RES-00563,6405,"6,955km",0.5,13.24,82.41,53,0,1
RES-00564,"36,111km","36,707km",0.56,27.703276,84.918661,89,2,0
RES-00565,31742,"32,681km",0.37,24.0183,87.1309,53,2,0
RES-00566,62318km,63169km,1.0,16.236452,79.823231,51,4,0
RES-00567,7995,9381,0.54,14.73,76.59,62,6,0
RES-00568,44959km,46239km,0.44,20.6732,74.0228,97,6,1
RES-00569,70350,"72,194 km",0.60,22.3765,82.39,121 kmh,0,1
RES-00570,45607km,47241,51 %,23.45,83.558608,96,4,0
RES-00571,72876km,74286km,82%,16.57,87.3452,78,1,0
RES-00572,39516,40629km,64 %,26.3623,85.7449,144 kmh,1,1
RES-00573,"86,092km",87899km,44%,15.91,82.553544,148 kmh,6,0
RES-00574,97053km,"97,976 km",0.62,12.5,84.8448,133 kmh,5,0
RES-00575,85111km,"85,683 km",0.33,12.98,86.2217,169 kmh,1,1
RES-00576,103387km,103438km,0.8,13.3,81.347144,169 kmh,5,0
RES-00577,"97,055 km",97611,79%,15.003,81.0,69,3,1
RES-00578,19350,20033km,26%,15.4397,81.7576,90,5,1
RES-00579,68862,69628,0.7,26.961972,72.22,60,4,0
RES-00580,39910km,"41,811km",0.77,27.071234,85.961314,74,6,0
RES-00581,115825,115853,0.7,16.39,73.03772,157 kmh,2,0
RES-00582,102547km,"103,185km",24 %,25.556195,83.81,180 kmh,3,0
RES-00583,"8,814km",10586km,0.31,13.71,78.71,135 kmh,5,0
RES-00584,"59,887 km","61,777 km",0.62,22.6777,79.2,51,6,0
RES-00585,27795,"29,242km",0.27,27.058148,84.3378,132 kmh,3,0
RES-00586,"82,449 km","83,996km",0.99,18.8596,84.9,75,2,0
RES-00587,"28,854km","29,165km",0.9,27.37,79.552735,179 kmh,2,1
RES-00588,62958,64937km,82%,23.489866,81.8266,156 kmh,1,1
RES-00589,"74,056km",73693,45 %,19.854556,85.9932,58,5,1
RES-00590,54782,54927,10%,26.46076,79.2623,142 kmh,4,1
RES-00591,"85,767 km",87393km,8 %,24.58,76.7041,133 kmh,0,0
RES-00592,"71,351km",71953km,0.5,25.56,83.62,165 kmh,6,1
RES-00593,"73,824km","74,848 km",0.4,12.057319,81.85,165 kmh,1,0
RES-00594,39101,"40,940km",44 %,24.66,82.323075,41,6,0
RES-00595,77747km,78543km,0.81,21.141,82.61,63,0,0
RES-00596,87296,"88,804km",86 %,12.49,74.3,75,0,0
RES-00597,"93,262 km","94,611km",51%,21.18,84.07,47,2,0
RES-00598,"17,151 km","18,023km",10 %,17.181409,86.32853,149 kmh,5,0
RES-00599,117394,"118,479km",82 %,23.546655,80.04,48,2,0
RES-00600,101392,"102,319 km",93%,22.17,74.1672,98,3,0
RES-00601,60738,61321km,0.4,22.601919,74.77,169 kmh,6,0
RES-00602,"116,405km",116137,66%,27.1545,76.71519,120 kmh,3,1
RES-00603,43407,44785,0.79,17.30049,76.31,176 kmh,2,1
RES-00604,"19,934km","21,365 km",16 %,21.292374,75.633335,145 kmh,6,0
RES-00605,"117,939km",118764km,0.88,20.76,86.5891,42,4,0
RES-00606,119444,"120,785 km",0.45,15.99,79.935117,90,0,0
RES-00607,42497,43220,0.81,14.930322,84.547,74,2,1
RES-00608,"117,283km","117,717km",19 %,14.84,81.6131,50,6,0
RES-00609,"30,719km",32144,95%,22.99,78.347831,171 kmh,4,0
RES-00610,"80,354km",81850,0.80,15.23,82.78,169 kmh,6,0
RES-00611,15019km,"16,366km",9%,24.3778,87.06,62,4,1
RES-00612,66310,66454,13 %,22.4194,84.733516,86,5,0
RES-00613,"57,425km",57683,6%,25.2287,85.963385,152 kmh,3,0
RES-00614,12174km,13887,0.2,12.85,72.234398,147 kmh,3,0
RES-00615,78539km,79940km,50 %,14.7,77.6,152 kmh,3,1
RES-00616,"88,548 km","89,475km",92 %,12.87,82.084,171 kmh,0,0
RES-00617,30498,30870km,80 %,15.22,83.23,45,5,1
RES-00618,"118,944 km",120774km,56 %,14.1722,73.13,91,3,0
RES-00619,38404km,39393km,0.2,27.6126,73.776,146 kmh,6,1
RES-00620,"92,990 km",92954km,31%,12.9302,79.970602,74,4,0
RES-00621,"98,680 km",99811km,0.90,24.8101,74.14,41,4,0
RES-00622,"119,390 km",120495km,17 %,18.615886,74.3983,130 kmh,5,0
RES-00623,14621km,16441,43 %,23.77,76.541325,144 kmh,0,0
RES-00624,"89,020 km","89,366 km",94 %,23.46,76.0543,146 kmh,3,1
RES-00625,117241,118850,0.11,20.691212,73.48,82,3,0
RES-00626,"102,693 km","102,383km",12 %,14.0681,83.3937,121 kmh,3,0
RES-00627,33913km,35216,56%,19.5297,84.04,94,6,0
RES-00628,"66,886km","67,959 km",27%,15.4,81.097894,125 kmh,4,0
RES-00629,"80,888km",81044,0.87,21.97818,81.256341,125 kmh,5,0
RES-00630,28734km,29830km,0.5,15.49,78.58,166 kmh,4,0
RES-00631,60761km,62042km,46%,24.9,81.646947,167 kmh,5,0
RES-00632,10024,"10,526 km",0.86,15.71,80.6542,82,6,1
RES-00633,113953,114031km,97 %,12.12,79.744,175 kmh,4,0
RES-00634,"5,976km",7324,0.41,24.511,76.382698,96,5,0
RES-00635,49415,51393km,92%,16.928218,82.8302,127 kmh,5,0
RES-00636,27666km,"28,087 km",64 %,15.447857,86.28,151 kmh,6,0
RES-00637,66100km,"67,732 km",0.8,24.841289,83.57,180 kmh,4,0
RES-00638,73224km,74889km,17 %,12.2,80.8698,97,3,0
RES-00639,"7,592 km",8841km,63 %,21.310418,77.04,143 kmh,1,0
RES-00640,"40,425 km",41420km,0.1,15.54,74.59,165 kmh,2,1
RES-00641,20697,20740,0.57,25.8678,75.754885,57,4,0
RES-00642,64485km,"65,630km",0.76,24.8251,78.866,95,6,0
RES-00643,"58,384km",58930km,0.61,27.707228,87.42,177 kmh,0,1
RES-00644,95842,96364,88 %,23.67,76.22,145 kmh,3,1
RES-00645,98408,98397,0.30,25.863167,86.413655,48,0,0
RES-00646,83522,84100km,56%,23.29723,76.4,124 kmh,2,1
RES-00647,30544km,"30,765 km",65%,12.265472,82.676751,45,5,1
RES-00648,"101,938 km","102,908km",42%,23.317045,79.4792,92,6,1
RES-00649,"40,187km",40467,17%,15.304354,87.08,133 kmh,6,0
RES-00650,24416,25465km,0.3,15.91,78.6037,95,2,0
RES-00651,10701,12305,90 %,27.8772,79.9095,172 kmh,2,0
RES-00652,69522,69567,77 %,21.506461,73.0384,171 kmh,4,1
RES-00653,"52,613 km",52602km,0.10,17.9257,78.1502,175 kmh,0,0
RES-00654,"24,455km",25590,6 %,14.210521,78.0006,85,2,1
RES-00655,109536,111136km,56 %,20.569776,73.3681,60,3,0
RES-00656,"37,270 km",38872km,36%,14.0495,74.23,134 kmh,4,0
RES-00657,95609,"96,885 km",0.9,14.284139,76.066313,178 kmh,4,0
RES-00658,"37,286 km",38669,92%,18.97,78.3,135 kmh,4,0
RES-00659,"21,891km","23,516km",52 %,19.490386,75.540931,124 kmh,6,0
RES-00660,"95,527km","97,256 km",0.19,26.365,79.465731,165 kmh,2,0
RES-00661,117181km,118523,43 %,19.237,72.14,155 kmh,2,1
RES-00662,"96,886 km","98,066 km",0.22,17.9361,80.607507,149 kmh,1,0
RES-00663,"64,377km","64,561 km",82 %,25.598491,79.85,171 kmh,0,0
RES-00664,65977,67175km,35%,27.63,72.26,126 kmh,6,0
RES-00665,64907km,66884,0.91,22.4736,78.474339,46,0,1
RES-00666,"47,401 km","47,090km",70 %,14.833852,85.372273,152 kmh,4,0
RES-00667,115038,"115,695km",41%,15.7757,73.767834,100,0,0
RES-00668,"53,418 km","54,403km",41 %,24.8,75.347084,83,4,1
RES-00669,"82,994km","83,089km",0.27,14.879432,85.15,88,3,0
RES-00670,27437km,27738,65 %,16.8323,75.6295,135 kmh,0,0
RES-00671,90769,"92,651km",0.9,26.286993,77.782653,137 kmh,2,0
RES-00672,13373km,"14,959km",0.77,18.97,87.918979,160 kmh,2,0
RES-00673,"94,387km",95909km,98%,24.47,78.6966,58,2,0
RES-00674,"96,640km",98023km,0.65,26.5623,84.1826,145 kmh,1,0
RES-00675,29756km,"31,524 km",1.0,15.42,77.893637,100,5,0
RES-00676,8259km,"9,883km",59%,17.9881,84.505588,98,2,1
RES-00677,36156km,37852km,92%,17.96,77.544013,68,1,1
RES-00678,46003km,46249,0.97,24.8642,81.0905,152 kmh,3,0
RES-00679,27226km,28578km,0.67,24.19,74.7838,150 kmh,6,0
RES-00680,57786km,"59,047 km",78%,19.7918,76.62,135 kmh,6,0
RES-00681,96236km,"97,151km",0.33,21.752277,82.6,83,5,0
RES-00682,58034km,"58,789km",100%,23.66,77.195583,145 kmh,1,1
RES-00683,37155,"37,218km",27 %,20.379023,82.8632,45,2,0
RES-00684,77458,79339km,0.69,27.33,77.249676,93,5,0
RES-00685,107806,107890km,0.30,27.183938,77.64,99,2,1
RES-00686,"38,958 km",39041km,81 %,16.5236,87.51,44,2,1
RES-00687,"117,838 km","119,188 km",0.5,26.96,76.64,142 kmh,0,0
RES-00688,72078,"73,440 km",0.56,25.6206,75.23934,91,6,1
RES-00689,81614,82121,0.87,15.772819,84.3308,132 kmh,6,0
RES-00690,88482,90471km,19%,15.43,75.61,46,5,0
RES-00691,103991,104250,0.23,22.4931,77.77,62,4,0
RES-00692,94011,"94,320 km",0.6,26.831584,79.23,42,0,0
RES-00693,104490,"106,370km",19 %,24.8094,86.66,168 kmh,4,0
RES-00694,72898,"74,611 km",0.4,15.4861,79.0943,167 kmh,0,0
RES-00695,117562km,"117,995 km",0.26,20.46,85.73,171 kmh,6,1
RES-00696,"119,863 km","121,742 km",19 %,15.8542,73.371996,74,1,1
RES-00697,81476km,81646km,60%,19.70812,87.9632,100,2,0
RES-00698,34454km,35305,0.3,18.27,82.94,49,3,0
RES-00699,"12,205km",13928,0.23,18.58,75.36,144 kmh,5,0
RES-00700,76109,76892,81 %,21.37,80.767054,68,0,0
RES-00701,"51,338km",52540km,47%,15.12,77.350689,79,3,0
RES-00702,115039km,"115,755km",91%,21.5172,80.69,169 kmh,6,0
RES-00703,89009km,90814,0.15,15.921043,79.207736,65,1,0
RES-00704,102021,102777,0.79,23.3767,84.97,58,1,0
RES-00705,"15,016km","16,449km",100%,26.026843,83.283078,170 kmh,1,0
RES-00706,"33,730 km","34,025km",0.35,13.995508,81.829929,135 kmh,6,0
RES-00707,72503km,"74,423 km",0.3,23.35,76.9015,60,0,0
RES-00708,81350km,"82,175km",0.50,25.9,83.38,84,4,0
RES-00709,"95,987 km",95853km,0.12,22.186876,73.976932,140 kmh,3,1
RES-00710,"37,538 km",38451,0.39,19.5316,73.040361,52,3,0
RES-00711,9810,"11,163km",0.83,23.3788,72.09,129 kmh,5,1
RES-00712,"87,258km",87347,28 %,12.6415,85.885933,66,6,0
RES-00713,34775km,35574km,0.26,17.95,74.302299,67,1,1
RES-00714,47353km,48568,0.4,23.8193,74.01,70,0,0
RES-00715,"35,273 km",35412,0.86,18.4324,84.9,59,0,0
RES-00716,115770,"116,291km",26%,22.38,85.465889,86,5,1
RES-00717,"110,178 km",111870km,70%,12.93,75.457839,54,0,0
RES-00718,10956,12718km,0.50,15.6284,72.7,76,0,1
RES-00719,104737,"105,785km",0.2,23.0094,80.366111,151 kmh,4,1
RES-00720,"33,663 km","34,739km",0.96,20.2458,73.8219,99,0,0
RES-00721,98549,100042,15 %,20.159662,75.8195,92,4,0
RES-00722,"40,148km",42018,0.72,13.835349,82.952505,79,6,1
RES-00723,40089,40348km,60%,18.926353,79.95,47,6,0
RES-00724,104084km,"105,180 km",61%,24.08,86.436919,180 kmh,1,0
RES-00725,"54,084km",54783km,40 %,18.21,75.987244,77,3,0
RES-00726,35456km,36911,98 %,22.765189,75.140812,169 kmh,6,0
RES-00727,"113,787km",114937,0.2,14.5879,85.06,57,0,0
RES-00728,"55,997 km",57031,34%,14.877855,85.199742,72,3,0
RES-00729,58214km,58493,74 %,23.77,84.6483,156 kmh,5,1
RES-00730,"86,783 km",88741,0.15,16.57,77.325005,170 kmh,1,0
RES-00731,43871km,"44,707km",0.9,25.338121,76.3694,177 kmh,0,1
RES-00732,"20,344 km","20,711 km",45%,12.2423,80.33,162 kmh,3,1
RES-00733,33204km,"34,769km",0.61,25.15,86.031651,134 kmh,2,1
RES-00734,"34,312km",35986,0.4,14.461279,72.67989,83,6,1
RES-00735,"116,368km",117960,0.4,20.0764,82.793833,120 kmh,2,0
RES-00736,62538km,62929,0.2,20.030172,87.6,58,0,0
RES-00737,"87,127 km",87285km,0.37,18.392225,73.7127,123 kmh,3,0
RES-00738,18520,"20,140km",0.2,17.96131,75.4482,129 kmh,5,0
RES-00739,6430,"7,983 km",22 %,20.45,74.6848,173 kmh,6,0
RES-00740,44792,"45,523 km",0.63,12.1303,75.779619,53,2,1
RES-00741,72882,"73,696 km",0.29,18.597149,73.887726,59,3,0
RES-00742,"53,617 km","53,675 km",94%,22.286078,87.48,140 kmh,0,0
RES-00743,"104,471km","105,881 km",21 %,13.8473,77.8315,175 kmh,6,0
RES-00744,6826km,"8,722 km",11%,16.9815,86.870373,92,6,0
RES-00745,43635,"43,809 km",21 %,15.6608,77.87,146 kmh,3,0
RES-00746,"55,966 km",56797,44 %,18.209101,87.1,154 kmh,3,1
RES-00747,11228,"11,794 km",0.5,13.266,74.58,150 kmh,6,0
RES-00748,99619,100007km,28 %,21.563292,79.13,58,6,0
RES-00749,85927km,"87,366 km",9%,14.98,72.660172,125 kmh,4,0
RES-00750,93040km,"94,128 km",0.7,27.70385,75.822789,171 kmh,2,0
RES-00751,102611km,102531km,0.1,26.7208,83.810285,126 kmh,3,1
RES-00752,116023km,"116,340 km",0.52,20.68,78.82,135 kmh,5,0
RES-00753,"23,226km",24555km,23 %,17.104565,80.66,138 kmh,0,1
RES-00754,46059km,"46,439km",0.18,20.09,72.8,71,4,0
